customer_id,avg_spend_per_visit,visit_frequency_per_month,menu_engagement_score,online_order_ratio,loyalty_years,is_high_value
1067,22.68318024772864,0,6.422222534115398,0.46676103039950406,6,0
1068,82.19772826786357,2,5.408072811894167,0.45116276728179294,9,1
1069,16.709557931179376,3,5.75790943590348,0.4025268436344908,8,1
1070,98.81982429404655,2,4.0099827440629365,0.11939550085295324,6,0
1071,79.50202923669917,2,5.673814233780728,0.4308116984022526,4,0
1072,27.884411338075516,1,2.7780031511063044,0.33948246415200956,3,0
1073,10.496990541124216,1,8.246569576243392,0.516992147253811,3,0
1074,83.39152856093507,3,2.6719925922883703,0.05465015812840835,9,1
1075,73.61716094628554,1,1.7646966090051976,0.12561615116793012,7,0
1076,75.61064512368885,2,4.926214237214416,0.20281609918068888,9,1
1077,79.41433120173512,0,6.924766955554556,0.43221232005264826,9,1
1078,16.664018656068134,1,4.939451424401872,0.6036356522936738,9,1
1079,42.261915568984534,7,3.4907871875617773,0.3990758542316495,9,1
1080,20.428215357261674,6,6.023540655013966,0.17863112088353775,9,1
1081,87.67930832880342,1,4.1230210187097995,0.1339587486426285,0,0
1082,66.0968314144802,1,9.395809211139698,0.18322173253738752,4,0
1083,39.78082223673843,4,9.303806256432148,0.14166628280554644,1,0
1084,15.720251525742126,5,5.521346379748859,0.24698965090810884,8,1
1085,37.9884089544096,5,3.950955946164327,0.18181032268743014,6,0
1086,39.266498982407235,0,7.634191725609751,0.22844364526225547,9,1
1087,75.66455605042577,5,1.3304164913475998,0.18127168404905164,7,1
1088,67.38017242196918,3,5.272921054392861,0.0398615941444898,5,0
1089,89.84914683186939,7,4.026910548433002,0.4087719424606177,8,1
1090,52.49934326457544,3,9.284822965922992,0.361031551828916,5,0
1091,20.763482134447152,3,1.1080272454541429,0.2234870505069218,6,0
1092,74.19203085006956,3,5.975333881465142,0.40687663923282175,6,0
1093,78.47065437552077,4,7.6659722295996335,0.09866413522284853,8,1
1094,60.51494778125466,4,5.365161887716371,0.551829813703958,7,1
1095,79.38704619591049,3,1.7686272714644948,0.48402586358629257,0,0
1096,54.44160367279517,3,9.75215251025112,0.25416072334646694,3,0
1097,57.045954644379464,3,5.662093882384881,0.16551277294761954,6,0
1098,48.47869165226947,2,6.527676198871102,0.45220013676249593,7,0
1099,12.287721406968567,4,3.129488044367566,0.08808592190449983,6,0
1100,19.7102284293974,1,5.351482765961235,0.30627417595313106,2,0
1101,12.828626711806082,0,4.862345427624897,0.11077966091073191,3,0
1102,67.27693701374024,7,1.6740625780178537,0.4843765949647032,6,1
1103,38.2920382968694,1,1.9554431819272051,0.051623375826887294,7,0
1104,55.77136220482325,1,8.53725267656897,0.31856668550303047,6,0
1105,91.68098265334837,1,3.1583795698593122,0.16123849930236214,5,0
1106,32.43630062339874,3,2.7546244434876748,0.389733865245374,8,1
1107,46.93446307320668,1,5.544203061251253,0.1984283211714772,8,1
1108,77.99960246887439,3,7.918724182262617,0.2981974826329048,6,0
1109,30.59183489424602,6,1.5575186672108914,0.34141723179861583,7,0
1110,16.92819188459137,1,6.1912712767443026,0.26246294607876147,5,0
1111,36.077630762239124,2,2.0728939855651602,0.20488342547291913,0,0
1112,24.5099158528604,3,1.3281494574305661,0.4148041913918424,0,0
1113,93.67278871083158,3,1.4746955694599566,0.36314942289062413,5,0
1114,82.73083416079753,7,8.507476973875972,0.2418995047029626,1,1
1115,67.00633808593811,5,2.061752352652554,0.30488663906369246,7,1
1116,88.43145311689459,2,1.4063622797106277,0.1357450444609104,0,0
1117,82.33048692092031,1,4.94109898428621,0.2892393380499971,1,0
1118,26.791305299743225,7,8.595941247478223,0.20327622062089612,7,0
1119,90.330309864098,5,3.361675388403717,0.16833634167091943,5,1
1120,58.540801772408564,3,4.795413557733247,0.24502240528633396,9,1
1121,82.66961396476563,2,1.359302793073761,0.1380110984957995,1,0
1122,90.64821699311439,3,5.041706627213883,0.5333340568486841,1,0
1123,38.62031274746775,2,6.198517725734203,0.08664081953183589,6,0
1124,19.90467320749091,4,6.138163483769303,0.47181255117424836,4,0
1125,30.51416462877475,3,3.9918402295692865,0.10810459747337167,4,0
1126,48.43970097636307,3,3.8397986259682195,0.5502466552653651,7,0
1127,83.62132893302439,6,1.959612570429381,0.08373427494725688,6,1
1128,87.46575249307091,1,4.301184885816415,0.16118759337009864,8,1
1129,10.625691747807164,4,1.8954520198566818,0.5939774941661794,3,0
1130,55.967257231980916,2,7.899363502408464,0.7476640899591879,9,1
1131,47.56699028339011,2,9.696468679733673,0.31089271269351487,3,0
1132,29.98970294236572,3,9.730670110000363,0.3947407188364386,1,0
1133,20.78788306003145,3,8.785639894378544,0.36908077774029807,2,0
1134,40.385365426326516,1,6.407129344056572,0.140255728333557,0,0
1135,94.86187335212672,3,7.307791275194919,0.2721089267523984,0,0
1136,39.088263881867974,2,3.5668522241237266,0.31886759362172107,6,0
1137,56.691155956902946,4,6.676933781553585,0.03566350036917724,4,0
1138,73.27170630056601,6,5.100845944958897,0.3673877861752816,2,1
1139,42.726664214136456,5,5.338156057992393,0.11380703750529819,6,0
1140,97.46038744488646,5,7.819989043376421,0.11396458469721821,1,1
1141,96.62025654479001,3,3.537265200375265,0.15944972668335514,2,0
1142,32.66040662428277,3,3.8623565052506788,0.4435579238990447,0,0
1143,54.75236553031469,0,9.321776120157729,0.19913425131398854,7,0
1144,37.07904788350927,3,1.5060186536587503,0.42467440882164514,1,0
1145,35.63564449397209,4,5.370708685720063,0.39668025503438487,6,0
1146,13.319825261907951,6,9.215207203670756,0.5360576579789783,8,1
1147,64.86079005819072,2,6.493267070363413,0.18255380946322927,5,0
1148,55.24111209059753,1,5.9176636679091885,0.2515908928612635,1,0
1149,14.633087612499041,2,3.247697613064197,0.15275872868129697,1,0
1150,35.07818178129503,2,4.089479401580034,0.0918690106351962,8,1
1151,91.74392973699884,1,8.668435742242236,0.5840392095394881,9,1
1152,31.560570160027517,2,6.032963185916123,0.3051488265277075,7,0
1153,23.04053848821008,5,5.6326797438110185,0.14241288341075983,8,1
1154,54.05074842498067,6,1.8962174218602603,0.13457357608818138,3,0
1155,98.70854086995406,4,1.144253408096108,0.2350667502155988,3,1
1156,31.784974436035036,2,9.673166698183442,0.5270853456240896,1,0
1157,70.49219926652907,5,4.392875505581575,0.5701566765319728,9,1
1158,78.54576537958458,4,6.428917558895539,0.6387615581530763,0,1
1159,31.38737895931597,3,1.7174356586855648,0.5001149631543067,9,1
1160,75.53947137506736,4,7.148028571507419,0.27470029412662283,3,1
1161,43.10048194473279,0,9.393100378353648,0.5816977121079192,9,1
1162,66.90752475342215,2,6.180987276976777,0.4197703738127,9,1
1163,67.01767396848052,2,2.135037901378695,0.49419740322805866,7,0
1164,58.21972156672826,3,6.23549374726129,0.5007297367893635,1,0
1165,18.12607930489675,5,7.897124917941872,0.1590736422087646,7,0
1166,85.17722460303142,3,4.657748829166168,0.5026500465541401,0,0
1167,38.870205847456226,5,8.91853973147321,0.7156900879613282,0,0
1168,26.786665935986882,2,6.83814658021628,0.1482465335615184,3,0
1169,13.669762739928753,4,9.093240264602823,0.15539132768659525,6,0
1170,63.18036488694176,5,6.611547801226035,0.3981758073568669,8,1
1171,70.98079256580542,2,2.181591748043418,0.09116480090521119,4,0
1172,11.492904603507053,1,3.787225399946702,0.4703458860327593,1,0
1173,56.088375246935286,0,2.8161545342721124,0.19129744991093509,6,0
1174,30.384619767814417,4,9.179438479451761,0.4828685815785211,1,0
1175,68.06555113685049,3,7.843600605587344,0.3623025768812838,8,1
1176,25.69297861044923,4,7.087585320190055,0.23580299635919963,8,1
1177,72.18439642922193,1,3.708696876684595,0.526675828091143,2,0
1178,44.806181167048365,1,2.656402948451922,0.28481791380922755,7,0
1179,94.30569898630611,2,7.808059791900206,0.5492292753000799,3,0
1180,22.376884973139394,2,5.267421512911717,0.2912794847232887,2,0
1181,40.695971594523265,1,3.032105969355662,0.28930459638152767,0,0
1182,20.212616911653015,2,6.549597803487476,0.1943172576655615,4,0
1183,93.22242564507064,5,1.3630046692460678,0.2568018286319496,3,1
1184,88.9605418042883,2,3.9355322871542815,0.28495778597402116,0,0
1185,33.21474649436401,3,5.2170129513202115,0.5139189437752092,9,1
1186,69.39856414307611,4,2.3316250069846527,0.15188653723581788,7,1
1187,83.54999801810942,2,9.861890298317556,0.12916351941593784,7,0
1188,59.96807304395161,2,2.8818762813065284,0.15372970717067538,7,0
1189,57.66855205204058,2,2.1731781703893898,0.3848094843664479,2,0
1190,31.76670618104065,5,2.8318138649820677,0.302101831242412,5,0
1191,18.379249102530927,3,7.921550198437518,0.34373810860870335,6,0
1192,90.74941821579941,2,4.829550933446585,0.6203944682434342,8,1
1193,91.03762514469975,4,6.088743457772842,0.16096572290660865,4,1
1194,66.97913115459411,7,1.1890824128772466,0.35894938538398985,8,1
1195,40.51268119438306,1,1.309881777159831,0.4608863983270883,5,0
1196,41.42886171513948,7,5.012429948443145,0.3733895123987103,9,1
1197,75.33601109832155,3,8.349897188814612,0.10318821935725388,9,1
1198,90.73992339573194,1,8.967149908368087,0.49077725461139127,9,1
1199,89.83777818386056,2,1.780359108360762,0.3735177179906386,3,0
1200,80.18879912718614,1,5.845267918909205,0.1524740211642084,0,0
1201,67.7828481538859,4,9.219067176513434,0.5566001526992631,0,1
1202,17.572596849554394,3,4.491754789580977,0.09593915243084349,9,1
1203,24.54658426851524,2,8.466092482855318,0.06789288439240063,4,0
1204,90.86987696743714,1,2.203260889594926,0.2924061434029603,2,0
1205,64.57861536936309,2,9.418550407010189,0.24091200721285566,4,0
1206,10.827734645496669,3,7.762809857781724,0.23098518873980792,4,0
1207,19.13243885794289,3,9.472009535082115,0.43361884009772533,0,0
1208,69.71515921972502,1,7.089555101972558,0.360567269048368,7,0
1209,10.455542546159682,7,4.270635387994843,0.326502997762832,4,0
1210,24.47272462757488,2,9.443630552722501,0.045267851041886464,4,0
1211,59.38604104299275,3,3.480100986782606,0.47894204644732696,8,1
1212,72.27056779234239,4,3.9895526985555927,0.3365169038829415,7,1
1213,68.67651335523405,3,7.307275762015663,0.3573496810632437,0,0
1214,30.18423785145038,6,7.887846695728476,0.02304692999943297,2,0
1215,74.09612992127823,5,9.364631354642384,0.6483267488324725,6,1
1216,31.352417874712007,2,2.8432216815058853,0.22050800511303126,0,0
1217,39.285972834334096,1,8.181982316973016,0.059454576390462796,0,0
1218,77.18422646062217,5,7.646914480572671,0.6270061409919495,4,1
1219,68.46696091424931,3,1.574151006282381,0.16450515894670875,8,1
1220,86.43010694447601,5,4.485008270891862,0.5478308407665378,5,1
1221,69.1851603070309,1,3.5448891135408873,0.3689733765889828,9,1
1222,61.147774300192445,3,3.7404138191862737,0.35135154073592856,1,0
1223,18.43072910452832,3,9.846521915992307,0.21018467062322402,8,1
1224,43.09442227534902,3,6.784996721319351,0.43577956244381993,5,0
1225,33.86821309135529,2,7.459085420141497,0.1938735648268413,4,0
1226,31.95906790411752,1,9.789558735835083,0.1059550260411185,4,0
1227,97.57094992772011,4,4.394816042118748,0.22929161272930854,2,1
1228,45.378795220008435,1,8.216561516075254,0.4278170514213203,5,0
1229,90.2841899659402,7,4.910778669740458,0.2910197812293517,3,1
1230,66.80247633975367,2,8.825803046334817,0.2243050006034107,9,1
1231,81.53301731874836,3,2.625917871801729,0.24856909880978417,1,0
1232,55.23733837946729,3,9.529175593578517,0.5748956828804463,2,0
1233,61.92134961637232,6,2.968945375697917,0.14512899552547498,8,1
1234,54.32659244369775,2,3.935984562828384,0.36583198812673756,8,1
1235,27.571868901824004,1,7.8057301069610245,0.5716405724649886,5,0
1236,75.02069037353547,5,4.543796274088661,0.4279256672645808,9,1
1237,35.26951261967702,2,6.4739023908980196,0.04143952633102521,9,1
1238,12.188436978830845,6,5.001161509624857,0.11457259217663364,8,1
1239,68.09250663164511,3,7.6813294338080365,0.34279721211748604,3,0
1240,25.939961146634406,4,3.0549812713174975,0.32547923760541836,4,0
1241,94.64127259176229,2,1.526121885131893,0.11306137993137604,9,1
1242,95.85357193023286,0,3.699364577257596,0.10985069787993142,5,0
1243,92.33779511984037,3,5.268777983815872,0.6034842343344039,8,1
1244,43.31428302299,5,2.512180469734107,0.6808513666252455,4,0
1245,11.391095487598069,3,4.193175606907499,0.38347245287791454,7,0
1246,93.54867063289528,2,4.599847164642116,0.23898619592640447,0,0
1247,48.53657334855829,3,1.5165265931944618,0.49108983128491407,4,0
1248,96.99893371393026,3,6.249765233657841,0.3193347812233161,9,1
1249,96.72579793803276,2,8.959090851741587,0.22907425163116305,0,0
1250,86.7708509920624,2,2.3656862165774717,0.36114559207178554,9,1
1251,36.50040028626271,3,6.380272120613626,0.19583353886949093,5,0
1252,44.658795574173276,2,6.982652844197617,0.16888359877850465,6,0
1253,86.60230043651713,1,4.774012123773595,0.26592484014157614,4,0
1254,38.52298046406499,2,7.30987828627843,0.2942954129703035,0,0
1255,25.254347201748324,4,4.696583891419109,0.05630257448441794,5,0
1256,60.11211362125152,4,5.541735591796914,0.39387692230864035,9,1
1257,94.25392967447029,4,1.0661774009898428,0.1382926263563627,4,1
1258,72.64268170074757,3,7.225481027212199,0.2668225152029996,5,0
1259,61.30550530804285,3,6.95208411050252,0.38744981447736115,9,1
1260,18.745884439369167,1,1.3456078959371012,0.6045357394586784,6,0
1261,65.35065040292528,4,4.314250966556198,0.11109749205990814,6,1
1262,99.10484650938369,2,9.811286567125006,0.22004393645019488,1,0
1263,22.60756137128716,2,4.786629063117552,0.24271898618138313,2,0
1264,56.64966871273631,2,5.517508646186576,0.3698282988457394,5,0
1265,88.96357647351599,6,9.189371423437468,0.45106062434713606,2,1
1266,76.6691755978784,1,7.455356882791808,0.33942601756152874,1,0
1267,72.73141668957412,2,6.238631180118012,0.3699868620451043,3,0
1268,73.22356755883983,2,8.180242132069653,0.011562417561293156,4,0
1269,42.35420360977797,2,8.77929639810376,0.11192688888737036,9,1
1270,36.423265983804406,5,5.111992645635402,0.20198246645307633,8,1
1271,82.84250399306623,3,5.275975284386519,0.24038945332594275,2,0
1272,82.91020552112627,1,4.474458420866522,0.14264090558970063,2,0
1273,88.03650867220934,3,9.700355260166145,0.105714582863147,5,0
1274,92.19164973008242,5,7.274496288613154,0.29308857240647435,4,1
1275,56.020815897484404,4,1.7490075958726505,0.2135542114753054,5,0
1276,55.136466521847964,4,8.766636609817166,0.2411699690152992,6,0
1277,81.84656610700976,5,5.3250394675264126,0.0297646419040834,2,1
1278,68.49675376999886,2,1.618785157802387,0.24535278864592253,4,0
1279,73.1770189531933,3,5.9474552964697995,0.04605565533704079,7,0
1280,81.6213402492491,2,4.754478510781318,0.23136020637766871,3,0
1281,90.10048076358096,8,8.899744643763624,0.2016563172597508,9,1
1282,40.41956411663822,3,2.835951432484486,0.1688949642571055,1,0
1283,43.802465737594964,4,8.438181485429647,0.07701628300024141,3,0
1284,18.45837458567821,5,6.019198220669074,0.5257226367445781,1,0
1285,62.045212689655656,4,1.4914927289212214,0.24930537777620015,2,1
1286,13.234804641706788,3,9.74660771192936,0.1606966038078233,3,0
1287,51.90382163192142,3,5.6135371969287995,0.27800583049000505,3,0
1288,58.838017123681894,1,3.617891688084242,0.08117331286763434,9,1
1289,35.7887126915456,4,5.224661577903323,0.2858566293688506,8,1
1290,63.174993451210966,4,8.7207200516574,0.10151589234052812,9,1
1291,12.745022494514448,3,3.7441281194655716,0.027207937560641073,5,0
1292,13.361336987429297,2,2.734087568380303,0.07894913959886432,8,1
1293,84.03405045936924,5,2.1616412223779333,0.4923526943815525,3,1
1294,42.41715772701366,1,3.6807345855119014,0.04002220441864735,8,1
1295,21.43544613866963,7,8.020432783360391,0.07915591995244427,8,1
1296,57.001893404932396,3,5.244637286757355,0.025045195129503442,5,0
1297,79.29941977887498,4,3.04733443324186,0.22941413120257712,4,1
1298,29.423892474715885,2,2.4956649964877426,0.07225645115661723,2,0
1299,66.06014282371002,0,3.994565288593412,0.025476063731247563,4,0
1300,17.68127184943912,4,9.45931935597138,0.5552790894837634,2,0
1301,14.651354905174692,3,4.087240413310219,0.6062248412474449,4,0
1302,57.82191684113332,4,9.893116683591717,0.40503076633254176,4,0
1303,58.657160944909585,3,5.367074101888205,0.2035729545399816,1,0
1304,67.36869113483858,1,2.612475264611358,0.09250883862557054,8,1
1305,75.34822003503955,0,9.020260826141584,0.2581843837952642,6,0
1306,97.82668715162812,3,5.143198358213442,0.169531448816408,5,0
1307,56.46703134710758,2,7.38704209154072,0.08359801291075783,4,0
1308,39.06608256471214,6,9.853404248882367,0.1390481609412821,3,0
1309,81.56675752918333,2,1.451578152879766,0.35838375617487594,7,0
1310,34.37490261358668,4,1.8702510380881043,0.32665120654368396,1,0
1311,49.507427863507246,3,7.484110673164806,0.4671799799220312,7,0
1312,17.061074320803936,7,3.536425029659248,0.6504893754019315,0,0
1313,12.281566907391175,5,2.6587125725508916,0.04808582591520726,9,1
1314,96.63835732101326,4,1.3542569183775655,0.2517142920358486,0,1
1315,85.23821084609853,1,1.1966204078758162,0.2185953918500193,2,0
1316,72.63767854843282,6,7.970370428078118,0.5012671054135056,4,1
1317,46.80576499728429,1,2.20990084632595,0.03901858277736634,5,0
1318,25.59648880637612,2,5.209485543740358,0.16411381852788381,3,0
1319,24.079333840397744,1,6.453071336615347,0.1100129318417727,6,0
1320,32.52186083481358,3,4.855166205119616,0.4036228442603848,6,0
1321,59.43039982355084,2,1.243959871026098,0.5884052737555813,1,0
1322,74.31363304300561,1,8.05151352329118,0.09436253126281392,1,0
1323,69.41776390459582,0,1.0946190208748814,0.221980169800084,1,0
1324,35.19405072513486,1,7.857009049397356,0.41716282839839613,1,0
1325,95.93787525968747,1,9.039740444093104,0.054798863191734534,8,1
1326,76.41072250261917,5,4.8955592895145505,0.5440499797207891,4,1
1327,59.891864726026064,2,5.8198822578801845,0.07707171240538534,7,0
1328,65.0548671610917,6,5.292850533558884,0.10599056376427413,4,1
1329,47.764005618501095,2,4.502877567610949,0.3977687172255096,4,0
1330,32.29578905510417,5,8.986820818333243,0.4756291438583263,0,0
1331,42.03754107861354,2,9.045401596029915,0.4827320029612771,5,0
1332,78.20614994179321,1,4.02234728177381,0.013686890704651396,3,0
1333,11.295413976678027,1,6.535627786132282,0.05401685797482768,2,0
1334,20.44653764562246,2,9.342168059312778,0.2399786045193298,5,0
1335,14.140237781957747,3,9.658526490472164,0.5490002687986354,1,0
1336,13.665592208707313,2,5.580631363798428,0.14461316454237547,7,0
1337,86.99145256099065,1,5.075423247558941,0.32094958297957266,0,0
1338,73.32920734420213,5,3.508248843356732,0.08163153774516423,8,1
1339,52.67564461785927,5,9.629846858713691,0.05932741380136021,7,0
1340,18.805074458590134,2,2.2853287402558062,0.10459397791829704,0,0
1341,54.24542876051491,1,6.218466184429525,0.062157565764822516,9,1
1342,52.61245937025091,3,3.54295240766775,0.19910076038934504,8,1
1343,25.588168291901365,0,3.5110746131301696,0.5689400558549863,1,0
1344,49.04664843141757,2,4.6447172863856965,0.15238426188690307,2,0
1345,45.86542609576361,6,9.989136422340891,0.3841939454338455,1,0
1346,65.42650882469948,7,1.4946967615583986,0.05474617731609722,7,1
1347,67.15842857808794,3,6.206876363831783,0.13145278216012585,1,0
1348,14.077360879484006,3,1.7431494223174946,0.1015179095739813,9,1
1349,43.71513531638241,3,2.3906874699146705,0.2305953239429473,1,0
1350,66.32739241428128,1,4.956066475956088,0.18703133687871995,0,0
1351,55.28226327220789,3,5.594141182117972,0.3844857652051646,6,0
1352,87.08408570694901,4,3.329131675280716,0.5426413893025157,1,1
1353,69.28242684570505,4,3.8481141778697454,0.18685433014504754,9,1
1354,24.664098437328672,1,1.7827031823033974,0.07045176333490985,4,0
1355,16.351187266038686,3,3.7289780545982545,0.43636429096268614,4,0
1356,67.8177350385684,0,9.699025954424897,0.11511748375496175,2,0
1357,12.386017948745963,2,9.502366435052336,0.4661714127521316,2,0
1358,62.7198023146117,4,4.013904611232865,0.28864645657603083,2,1
1359,94.62072172824618,6,6.137685426508854,0.11574908908158701,5,1
1360,61.792676008829105,3,9.1863585199985,0.5543048697823805,3,0
1361,44.935293358586975,2,1.0556544037680702,0.6218640404647496,2,0
1362,67.89593965981179,4,8.296152133038326,0.1206966513686369,1,1
1363,51.2427601442365,2,9.535325975100271,0.22397682691561102,2,0
1364,59.105511038434145,4,1.8219316090020135,0.4513966530468541,3,0
1365,94.73183278988726,2,2.4530291742962893,0.17462920415740954,5,0
1366,44.74923740206968,6,9.646716724942198,0.2731642097778833,3,0
1367,96.50715074415228,2,5.837861292763117,0.2962663933129895,7,0
1368,91.48155777604573,0,1.1277697102455133,0.19730502283150972,2,0
1369,27.62120213103668,5,3.3186879888717624,0.26241605226009795,2,0
1370,16.24251707876489,3,5.0494930684197366,0.2840049073408374,2,0
1371,19.070020123968398,2,7.236180199222909,0.11111102850573637,7,0
1372,11.639964308639476,5,7.5984434032311965,0.3976804993449894,3,0
1373,18.499866468033556,4,9.958793616329105,0.5671312839605828,0,0
1374,71.47060960747211,4,3.5876007944538313,0.5272960882699431,1,1
1375,16.40697836142061,7,5.843980916816277,0.2738127377688755,9,1
1376,38.70780672643852,2,5.799911930736445,0.5279553233236135,1,0
1377,86.03877798725091,2,4.650807335025138,0.29924876134164385,2,0
1378,12.094474216224327,5,2.522457044581782,0.17593301352795557,5,0
1379,83.30216343300422,4,9.797109068654583,0.07799473747417748,7,1
1380,35.36692972960599,3,8.679854679999275,0.25986062871172716,0,0
1381,20.634834485949064,2,5.4849972546481345,0.31903101731767336,8,1
1382,72.70634488277356,4,6.429208804156268,0.1265269367906354,0,1
1383,66.60485621018955,4,3.045349482036961,0.18629865785411306,9,1
1384,88.97248121743476,5,5.894083633525722,0.2999891089606075,1,1
1385,76.15639394234972,1,7.254731198093283,0.3841764081129712,2,0
1386,82.31328373463637,2,5.636503255479299,0.34732059330563014,6,0
1387,35.38311153141758,1,9.912566535264471,0.36957338942212004,8,1
1388,25.969558940175055,4,6.502074906229535,0.4288108037673238,2,0
1389,77.55532764767725,1,4.338763413329522,0.0955496581730861,7,0
1390,82.61512653405376,3,7.949368248542543,0.13469246735527082,8,1
1391,99.1454627800606,1,2.5341626042347785,0.10409774527240002,9,1
1392,47.135590922028385,2,4.4606423233563985,0.48538151098153054,6,0
1393,43.481627721350485,5,4.122630553398272,0.28724394865023817,3,0
1394,79.87716646677971,4,4.886263855969995,0.1642205970477729,3,1
1395,40.672318622771606,3,8.036018433358537,0.09169251670027496,3,0
1396,93.76815930432082,3,5.357557289470667,0.26547676210812027,5,0
1397,87.25714766587106,5,8.146130052393664,0.15395322045598334,3,1
1398,48.609462463751655,3,6.1884001282587935,0.44511823729718447,4,0
1399,77.57839610123476,2,4.0786249119179985,0.4527895120244616,8,1
1400,77.90885866762142,1,8.289808693151253,0.2319914797741089,6,0
1401,19.281148195233936,2,3.1446070349778243,0.25003083885778055,7,0
1402,91.229761601161,1,3.0194468181981593,0.552116421416855,4,0
1403,55.472713520307146,2,5.540526316493522,0.4331289614016399,4,0
1404,84.38117194969675,1,3.3476432136588,0.44131200235284157,6,0
1405,38.804464092755055,3,1.0817833145609468,0.43922560050143444,7,0
